"SRR1554534"	"SRR1554536"	"SRR1554537"	"SRR1554539"	"SRR1554566"	"SRR1554568"
"LOC100287852"	0	0	6	0	0	6
"NA..569"	0	0	0	0	0	0
"LINC00994"	0	0	8	8	12	22
"NA..570"	0	0	0	0	0	0
"LOC100287896"	648	382	958	1182	1348	1392
"TTC34"	38	14	24	30	28	34
"LGALS8.AS1"	2	0	26	0	8	8
"NA..571"	0	0	0	0	0	0
"TIMM23"	992	826	2363	2120	2571	1580
"NA..572"	38	16	62	74	52	90
"LOC100287944"	2	0	8	8	2	4
"NA..573"	16	28	68	26	192	62
"NA..574"	0	0	0	2	0	0
"NA..575"	232	114	182	236	108	136
"NA..576"	0	0	0	0	0	0
"NA..577"	20	4	8	16	4	6
"NA..578"	2	2	8	4	4	8
"LOC100288069"	16	0	102	32	228	101
"SDR42E2"	38	14	20	16	20	28
"WTAPP1"	0	0	2	0	0	0
"GS1.279B7.1"	0	0	6	2	22	16
"NA..579"	1356	204	51730	1730	6900	19444
"NA..580"	34	10	146	70	240	200
"NA..581"	0	0	0	0	0	0
"LDLRAD4.AS1"	16	24	36	10	6	10
"LOC100288123"	214	28	294	202	528	318
"MTCL1P1"	0	0	0	0	0	0
"NBPF20"	305	204	1155	296	1545	1434
"NA..582"	9306	1710	8442	10278	9874	3608
"SLC9A3.AS1"	3960	1084	5856	1552	5878	5434
"NA..583"	2	0	0	10	6	6
"LOC100288162"	94	8	290	71	256	226
"LNCOC1"	560	248	32	780	70	62
"HMGN3.AS1"	148	30	340	302	340	238
"NA..584"	2	0	0	0	0	0
"LOC100288208"	0	0	0	0	6	0
"LOC100288254"	0	0	18	0	14	4
"NA..585"	0	0	0	0	0	0
"NA..586"	44	58	12	34	38	60
"NA..587"	0	0	0	0	0	0
"KRTAP22.2"	0	0	0	0	0	0
"NA..588"	0	0	2	2	0	0
"NA..589"	50	10	276	154	550	444
"NA..590"	0	0	0	2	2	0
"KRTAP21.3"	0	0	0	0	0	0
"NPIPA5"	443	368	1287	355	500	1000
"NA..591"	4	0	2	4	4	4
"NCAM1.AS1"	666	12	1318	746	1536	1586
"NA..592"	0	0	4	0	0	2
"LOC100288367"	160	34	2370	262	1272	1665
"NA..593"	0	0	2	0	0	0
"ULK4P2"	0	4	4	8	20	25
"ERVMER34.1"	90	12	226	130	90	88
"NA..594"	0	0	0	0	0	0
"LMCD1.AS1"	42	34	54	54	30	44
"IL10RB.DT"	408	212	760	398	1243	954
"NA..595"	14	6	2	2	2	8
"NA..596"	0	0	0	0	0	0
"FAM197Y10"	0	0	0	0	0	0
"REXO1L11P"	0	0	0	0	0	0
"MTRNR2L7"	0	0	0	0	0	0
"DDX11L9"	0	0	0	0	0	0
"REXO1L10P"	0	0	0	0	0	0
"USP17L15"	0	0	0	0	0	0
"REXO1L2P"	0	0	0	0	0	0
"NA..597"	2	0	43	1	40	24
"NA..598"	159	27	841	64	305	334
"LOC100288560"	12	28	32	32	22	18
"LOC100288562"	0	0	0	0	0	0
"NA..599"	0	0	0	0	0	0
"LOC100288570"	12	3	2	6	4	2
"NA..600"	180	40	188	182	332	202
"NA..601"	2	0	0	0	6	0
"NA..602"	82	4	132	76	54	34
"LOC100288637"	20	6	436	22	802	888
"NA..603"	20	4	198	24	298	218
"NA..604"	4	0	23	3	11	6
"NA..605"	24	4	12	8	10	8
"NA..606"	0	0	2	0	0	0
"LIMS4"	0	2	8	4	8	4
"DUX4L9"	0	0	0	0	0	0
"LOC100288728"	4	0	0	4	0	0
"PAN3.AS1"	82	148	562	210	532	674
"LOC100288748"	0	0	0	0	0	0
"NA..607"	4	0	50	2	18	24
"WASH8P"	2118	668	2220	822	232	3398
"NA..608"	0	0	0	0	4	0
"TMEM239"	0	0	0	0	0	0
"LOC100288798"	0	2	0	0	4	0
"FRG2C"	0	0	0	0	2	0
"RPL23AP93"	0	0	0	0	0	0
"HYDIN2"	0	0	0	0	0	0
"NA..609"	4	0	2	0	8	2
"CLDN34"	10	0	4	10	4	0
"NA..610"	10	0	58	10	10	38
"B3GNT10"	28	4	118	12	106	98
"LOC100288866"	2	0	18	4	14	4
"NA..611"	0	0	0	0	0	0
"CRIM1.DT"	1014	386	764	970	238	152
"PRSS43P"	2	2	42	0	78	104
"NA..612"	120	10	260	96	244	212
"LOC100288966"	0	0	0	0	0	0
"BMS1P21"	26	0	72	20	22	26
"NA..613"	14	2	50	36	46	86
"NA..614"	4	0	4	4	0	0
"MOXD2P"	0	0	4	0	0	0
"SLC25A25.AS1"	1038	206	5989	710	5042	6250
"LOC100289026"	0	0	0	0	0	0
"NA..615"	10	2	20	0	24	10
"NA..616"	0	0	0	0	0	0
"LOC100289085"	0	0	0	0	0	0
"TSPY10"	0	0	0	0	0	0
"NA..617"	4	4	0	0	4	0
"ATP2A1.AS1"	44	16	118	8	100	92
"NA..618"	42	6	28	74	4	46
"FRG1CP"	0	0	0	0	0	0
"GS1.124K5.4"	104	254	126	216	106	148
"NA..619"	0	10	12	6	6	12
"NA..620"	26	12	140	128	154	66
"FAM27E2"	4	4	4	12	56	16
"NA..621"	0	0	0	0	0	0
"NA..622"	0	0	0	0	0	0
"FAM95C"	864	106	430	848	1248	146
"LOC100289143"	0	0	0	0	0	0
"FAM197Y5"	0	0	0	0	0	0
"NA..623"	8	12	10	8	22	12
"NA..624"	0	0	2	0	2	2
"GNG12.AS1"	26	70	140	80	110	180
"FAM197Y4"	0	0	0	0	0	0
"LOC100289196"	0	0	0	0	2	0
"NA..625"	4	0	0	8	0	4
"NA..626"	48	24	306	26	1012	636
"LINC00624"	0	0	4	0	8	0
"NA..627"	10	10	90	46	194	146
"LOC100289230"	388	184	1422	360	1124	1444
"NA..628"	26	12	18	18	20	30
"TMEM238L"	4	4	0	0	0	10
"FAM197Y1"	0	0	0	0	0	0
"NA..629"	38	8	234	38	530	336
"DNAJC3.DT"	450	206	878	596	984	828
"NA..630"	0	0	0	0	0	0
"NA..631"	0	0	0	6	2	0
"NA..632"	0	0	0	0	0	0
"NA..633"	0	0	0	0	0	0
"NA..634"	0	0	0	0	0	0
"NA..635"	0	0	0	0	0	0
"NA..636"	4	4	2	8	14	4
"LOC100289333"	914	134	1954	716	1719	2372
"NA..637"	162	20	196	122	142	72
"MAN1B1.DT"	482	108	174	326	128	146
"LOC100289361"	50	44	28	50	82	72
"UBAC2.AS1"	56	48	74	50	78	86
"NA..638"	10	0	60	12	32	20
"NA..639"	16	0	6	6	28	44
"CICP25"	0	0	0	0	14	0
"KCTD21.AS1"	16	10	52	44	136	38
"NA..640"	6	0	8	0	24	14
"MCF2L.AS1"	156	30	496	226	410	1130
"NA..641"	20	0	48	44	14	56
"NA..642"	20	0	36	10	64	52
"DEFB4B"	0	0	0	0	0	0
"NA..643"	12	8	72	54	110	114
"LOC100289495"	318	56	232	546	168	50
"KCNIP2.AS1"	176	16	234	196	142	206
"LOC100289511"	140	22	240	86	170	198
"NA..644"	0	0	4	2	8	0
"NA..645"	28	14	44	12	74	22
"NA..646"	0	0	0	0	0	0
"LOC100289580"	34	10	16	98	24	12
"NA..647"	68	24	344	42	806	412
"ZNF605"	1350	680	9338	3016	9192	9318
"NA..648"	0	0	2	0	1	0
"LOC100289656"	34	12	8	60	4	0
"LINC01848"	4	0	2	4	2	4
"NA..649"	582	124	696	518	614	482
"LOC100291105"	14	0	46	40	30	14
"HSPE1P8"	0	0	12	0	14	14
"NA..650"	0	0	100	4	50	64
"LINC00942"	20	24	18	10	30	14
"NA..651"	10	12	16	30	16	12
"ZNF587B"	79	36	1423	190	1755	1130
"LOC100293612"	0	0	0	4	2	0
"NA..652"	48	84	178	56	130	170
"NA..653"	8	34	108	48	188	168
"NA..654"	0	0	2	6	8	0
"LOC100294145"	0	0	10	0	4	0
"NA..655"	0	0	0	0	4	2
"RNF213.AS1"	328	84	708	388	680	690
"NA..656"	6	6	0	0	0	0
"NHEG1"	0	0	0	0	0	0
"DDX11L8"	0	0	2	0	0	0
"MIR1184.1"	74	60	242	190	204	174
"MIR1284"	0	0	2	0	4	0
"MIR1200"	0	0	0	0	0	0
"MIR513C"	0	0	0	0	0	0
"MIR1468"	0	0	0	0	0	0
"MIR1265"	0	0	0	0	0	0
"MIR320B1"	0	0	0	0	0	0
"MIR1286"	2	0	10	10	4	8
"MIR1538"	0	0	0	0	0	0
"MIR1276"	4	0	8	14	16	0
"MIR1183"	0	0	4	0	4	0
"MIR1275"	0	0	0	0	0	0
"MIR1288"	0	0	4	2	0	8
"MIR1289.1"	0	0	0	4	6	12
"MIR1471"	0	0	0	0	0	0
"MIR1470"	2	2	8	0	14	10
"MIR1302.3"	4	14	18	4	150	30
"MIR1915"	2	0	10	0	2	30
"MIR1302.4"	0	0	0	0	0	0
"MIR302F"	0	0	0	0	0	0
"MIR1182"	0	0	0	0	0	0
"MIR1287"	0	0	0	0	0	0
"MIR1289.2"	0	0	0	0	0	0
"MIR320C1"	0	0	0	0	2	6
"MIR1252"	0	0	0	0	4	0
"MIR1914"	116	30	446	64	252	384
"MIR1292"	10	0	16	6	0	28
"MIR1537"	0	0	0	0	8	0
"MIR1302.6"	0	0	0	0	0	0
"MIR1913"	0	0	4	2	0	4
"MIR1246"	0	0	0	0	0	0
"MIR1912"	0	0	0	0	0	0
"MIR1247"	16	52	4	4	4	2
"MIR1302.5"	0	0	0	0	0	0
"MIR1302.7"	0	0	0	0	0	0
"MIR1263"	0	0	0	0	0	0
"MIR1249"	110	6	24	116	40	18
"MIR1296"	0	0	4	0	4	4
"MIR1298"	0	0	0	0	0	0
"MIR1256"	0	0	4	6	10	2
"MIR1229"	0	0	0	0	0	0
"MIR1185.1"	0	0	0	0	0	0
"MIR1231"	0	0	0	0	0	0
"MIR548F3"	0	0	0	0	0	0
"MIR1233.1"	0	0	0	0	0	0
"MIR1205"	0	0	0	0	0	0
"NA..657"	0	0	0	0	0	0
"MIR1278"	0	0	0	0	0	0
"MIR2113"	0	0	0	0	0	0
"NA..658"	0	0	0	0	0	0
"MIR1322"	0	0	0	0	0	0
"MIR1299"	0	0	6	0	2	0
"MIR1257"	0	0	14	0	2	6
"MIR320D2"	0	0	0	0	0	0
"MIR1206"	0	0	0	0	0	0
"MIR1321"	0	0	0	0	0	0
"MIR1258"	0	0	0	0	0	0
"MIR1307"	0	0	0	2	0	2
"MIR1207"	0	0	0	0	0	0
"NA..659"	0	0	0	0	8	2
"MIR1269A"	0	0	0	0	0	0
"MIR1295A"	0	0	0	0	0	0
"MIR1270"	0	0	0	0	0	0
"MIR1294"	0	0	0	0	0	0
"MIR1279"	0	0	0	0	0	0
"MIR1825"	0	0	0	0	0	0
"MIR1272"	0	0	0	0	0	0
"MIR1204"	0	0	0	0	0	0
"MIR548I3"	0	0	0	2	0	0
"MIR1297"	0	0	0	0	0	0
"MIR1243"	2	0	2	0	4	2
"MIR1976"	0	0	0	0	0	0
"MIR548I4"	0	0	0	0	0	0
"MIR548F1"	0	0	0	0	0	0
"MIR1255A"	0	0	0	0	0	0
"MIR320C2"	0	0	0	0	0	0
"MIR1234"	0	0	0	0	0	0
"MIR1306"	0	0	0	0	0	0
"NA..660"	0	0	0	0	0	0
"NA..661"	0	0	0	0	2	0
"MIR1228"	0	0	0	0	0	0
"MIR1266"	0	0	0	0	0	0
"MIR1271"	0	0	18	0	34	8
"MIR548I1"	0	0	2	0	0	2
"MIR1283.2"	0	0	0	0	0	0
"MIR1253"	0	0	0	2	0	4
"MIR1185.2"	0	0	0	2	0	0
"MIR1909"	0	0	0	0	0	0
"MIR1203"	0	0	0	0	0	0
"MIR1324"	0	0	0	0	0	0
"MIR1181"	0	0	0	0	0	0
"MIR1277"	0	0	0	0	0	0
"MIR1827"	0	0	0	0	0	0
"MIR1285.1"	0	0	0	0	0	0
"MIR1245A"	0	0	0	0	0	0
"MIR1293"	0	0	0	0	0	0
"MIR1911"	0	0	0	0	0	0
"MIR1302.8"	4	2	12	8	34	18
"MIR2110"	0	0	0	0	0	0
"MIR2053"	0	0	2	0	0	0
"MIR1238"	0	0	0	0	0	0
"MIR1302.1"	0	0	0	0	0	0
"MIR1261"	0	0	0	0	0	0
"MIR1250"	24	0	30	42	16	12
"MIR1226"	0	0	0	0	0	0
"MIR1268A"	0	0	0	0	0	0
"MIR664A"	0	0	0	0	0	0
"MIR1179"	0	0	0	2	0	0
"MIR1260A"	0	0	0	0	0	0
"MIR1281"	26	2	56	10	48	64
"MIR103B1"	0	0	0	0	0	0
"MIR548F5"	0	0	0	0	0	0
"MIR1304"	2	10	166	82	244	236
"MIR1236"	0	0	0	0	0	0
"MIR1301"	0	2	0	0	0	2
"MIR1197"	0	0	0	0	0	0
"MIR1264"	0	0	0	0	0	0
"MIR1282"	36	8	80	18	34	128
"MIR1323"	0	0	0	0	0	0
"MIR1180"	16	0	12	8	0	2
"MIR1539"	0	2	8	0	6	0
"MIR1469"	0	0	0	2	2	0
"MIR1202"	0	0	0	0	0	0
"MIR2052"	0	0	0	0	0	0
"MIR1910"	0	0	0	0	0	0
"MIR1908"	2	0	10	4	18	18
"MIR1283.1"	0	0	0	0	0	0
"NA..662"	0	0	0	0	0	0
"MIR2054"	0	0	0	0	0	0
"MIR1285.2"	0	0	0	0	0	0
"MIR1305"	0	0	0	2	0	0
"NA..663"	16	14	162	38	160	184
"MIR1178"	2	0	0	6	2	0
"MIR548L"	0	0	6	0	6	8
"MIR1290"	0	0	0	0	0	0
"MIR548I2"	0	0	4	2	4	0
"MIR1302.2"	0	0	0	0	0	0
"MIR1262"	0	0	2	0	0	2
"MIR1237"	0	0	0	0	0	0
"MIR1208"	0	0	0	12	0	0
"MIR103B2"	0	0	0	0	0	0
"MIR1227"	0	0	0	0	0	0
"MIR1303"	0	0	2	0	0	0
"MIR1244.1"	26	50	194	30	288	188
"MIR1267"	0	0	0	2	6	0
"MIR548H3"	0	0	0	0	0	0
"MIR548P"	0	0	2	0	0	8
"MIR1251"	0	0	0	0	0	0
"MIR1973"	0	0	0	0	0	0
"RASAL2.AS1"	134	30	168	90	196	282
"FAM41AY2"	0	0	0	0	0	0
"LINC00882"	156	58	38	226	4	38
"BABAM2.AS1"	46	164	54	96	180	44
"GPR75.ASB3"	0	0	6	2	0	0
"LINC00184"	64	8	0	50	14	4
"FTX"	192	106	859	333	530	516
"TMED7.TICAM2"	0	0	0	0	0	0
"RNU6.21P"	2	0	0	0	0	0
"PCNA.AS1"	0	0	0	0	0	0
"FAS.AS1"	10	4	16	12	0	6
"RNU6.15P"	0	0	0	0	0	0
"RNU6.42P"	0	0	2	0	0	0
"SNORA80B"	0	0	22	0	62	20
"NCRUPAR"	0	0	0	0	0	0
"TSNAX.DISC1"	2	0	0	4	0	2
"SLC25A5.AS1"	346	192	254	488	336	228
"LOC100303749"	0	4	6	0	0	8
"PET117"	376	100	466	468	478	372
"PITPNA.AS1"	216	156	526	140	566	528
"NDUFAF4P1"	4	0	4	4	12	8
"OTX2.AS1"	0	0	0	0	132	4
"LOC100310782"	0	2	0	4	2	0
"SPDYE2B"	11	1	97	12	27	30
"NA..664"	0	0	0	0	0	0
"MIR320B2"	6	0	26	2	14	44
"MIR548K"	0	0	0	0	2	0
"MIR548F2"	0	0	0	0	4	0
"MIR548M"	0	0	0	0	0	0
"MIR548H2"	0	0	0	0	0	0
"MIR302E"	0	0	0	0	0	0
"MIR670"	0	0	0	4	0	0
"MIR759"	0	0	0	0	0	0
"MIR2117"	0	0	0	0	6	0
"MIR2278"	0	0	0	0	4	0
"MIR718"	0	0	0	0	0	0
"NA..665"	2	0	0	0	0	0
"MIR1255B1"	0	0	0	0	0	0
"MIR513B"	0	0	0	0	0	0
"MIR663B"	2	0	0	0	0	0
"MIR548O"	0	0	6	0	4	4
"MIR548H1"	0	0	0	0	0	6
"MIR1255B2"	0	0	0	0	0	0
"MIR762"	0	0	0	0	0	0
"MIR764"	0	0	0	0	0	0
"MIR2114"	0	0	0	0	0	0
"MIR2115"	0	0	0	0	4	4
"MIR548Q"	0	0	0	4	0	0
"MIR2276"	0	0	0	0	0	0
"MIR711"	0	0	0	0	0	0
"MIR548H4"	0	0	0	0	0	0
"MIR2116"	6	0	6	0	16	2
"MIR2277"	0	0	0	0	0	0
"MIR761"	0	0	0	0	2	0
"MIR548F4"	0	0	0	0	0	0
"MIR320D1"	2	2	14	26	40	10
"NA..666"	28	0	38	16	46	28
"MIR548J"	0	0	0	0	4	0
"MIR548E"	0	0	0	0	0	0
"MIR449C"	0	0	0	0	0	0
"MIR548G"	0	0	0	0	0	2
"HOTTIP"	0	0	0	0	0	0
"SAP25"	406	180	840	92	1196	1316
"NA..667"	132	0	2	172	4	4
"GCSHP5"	180	136	180	158	396	286
"GCSHP3"	2142	336	2342	2998	2522	2254
"LOC100335030"	22	0	140	36	122	92
"SNORA70F"	2	2	2	4	0	12
"CSN1S2BP"	0	0	0	0	0	0
"SNORA70G"	0	0	4	0	2	4
"SNORA70D"	2	0	4	0	2	0
"TMED11P"	0	2	4	0	0	8
"LOC100379224"	122	30	1164	250	1318	1056
"BOK.AS1"	20	0	14	6	4	2
"SNORA70E"	0	0	0	0	0	2
"RNY4P8"	0	0	0	0	0	0
"GRIK1.AS2"	0	8	30	10	40	20
"ZBED6"	370	172	3566	880	2388	3368
"LINC02532"	0	0	4	0	0	4
"MIR1273C"	0	0	16	4	10	12
"NA..668"	0	2	0	2	0	0
"MIR4300"	0	0	0	0	0	0
"MIR3128"	0	0	0	0	2	0
"MIR3160.2"	0	0	0	0	0	0
"MIR4274"	0	0	0	0	4	0
"MIR3160.1"	0	0	0	0	0	0
"MIR4287"	0	0	0	0	0	0
"MIR4319"	0	0	0	4	0	6
"MIR1302.9"	0	0	0	0	0	0
"MIR3191"	0	0	0	0	0	0
"MIR3188"	14	0	2	6	2	0
"MIR1302.10"	0	0	0	0	0	0
"MIR3183"	6	0	6	4	16	4
"MIR3180.3"	0	0	0	0	0	0
"MIR1193"	0	0	0	0	0	0
"MIR3119.1"	0	0	0	0	0	0
"MIR4317"	0	0	0	0	0	0
"MIR3174"	10	4	2	4	6	16
"MIR3074"	2	2	4	6	2	0
"MIR4293"	0	0	0	0	0	0
"MIR3118.3"	0	0	0	0	0	0
"MIR1233.2"	0	0	0	0	0	0
"MIR3164"	2	6	8	0	12	8
"MIR514B"	0	0	0	0	0	0
"MIR4283.2"	0	0	0	0	0	0
"MIR548T"	0	0	2	0	0	0
"MIR548V"	0	0	0	0	4	0
"MIR4316"	0	0	0	0	0	0
"MIR3182"	0	0	0	0	0	0
"MIR3187"	0	0	0	0	0	0
"MIR4301"	0	0	0	0	0	0
"MIR3123"	0	0	0	0	0	0
"MIR4318"	0	0	0	0	0	0
"MIR4285"	0	0	20	0	4	10
"MIR3136"	4	0	2	0	4	2
"MIR4292"	20	8	206	72	282	192
"MIR4306"	0	0	0	0	0	0
"MIR548S"	0	0	0	0	0	0
"MIR4265"	0	0	0	0	0	0
"MIR544B"	0	0	8	2	30	12
"MIR4320"	0	0	0	0	4	0
"MIR3115"	0	0	2	0	2	0
"MIR378C"	0	0	0	0	0	0
"MIR4270"	0	0	0	0	0	0
"MIR3152"	0	0	0	0	0	0
"MIR3180.1"	0	0	0	0	0	0
"MIR3117"	0	0	10	20	16	10
"MIR1244.3"	0	0	10	0	2	22
"MIR4297"	2	0	0	10	2	2
"MIR4279"	2	0	14	2	0	14
"MIR3192"	2	0	4	0	14	12
"MIR3148"	0	0	0	0	0	0
"MIR3202.2"	0	0	0	0	0	0
"MIR3168"	0	0	4	0	0	0
"MIR3124"	14	2	10	6	8	8
"MIR3162"	0	0	4	0	0	6
"MIR3170"	0	0	2	0	0	0
"MIR3120"	0	0	0	0	0	0
"MIR4325"	0	0	0	0	0	0
"MIR548U"	0	0	0	0	0	0
"MIR1244.2"	0	2	22	12	26	22
"MIR3179.2"	0	0	0	0	0	0
"MIR4280"	0	0	0	0	0	0
"MIR4264"	2	0	0	0	0	0
"MIR3194"	0	0	0	0	0	0
"NA..669"	0	0	0	0	0	0
"MIR4327"	0	0	0	0	0	0
"MIR3157"	0	0	0	0	0	0
"MIR3154"	0	0	2	0	0	4
"MIR4260"	0	0	0	0	0	0
"MIR4294"	0	0	0	0	0	2
"MIR3140"	0	0	0	0	0	0
"MIR4302"	0	0	0	0	0	0
"MIR4255"	0	0	0	0	0	0
"MIR3190"	4	0	2	0	0	0
"MIR3158.1"	0	0	0	0	0	0
"MIR3135A"	0	0	0	0	6	0
"MIR3116.1"	0	0	0	0	0	0
"MIR4288"	0	0	2	0	2	0
"MIR3193"	4	0	0	0	0	0
"MIR4311"	0	0	0	0	0	0
"NA..670"	0	0	0	0	0	0
"MIR3156.2"	0	0	0	0	0	0
"MIR3129"	0	0	0	0	0	0
"MIR4295"	0	0	0	0	0	0
"MIR2861"	36	0	6	26	4	4
"MIR500B"	0	0	0	0	0	0
"MIR3200"	0	0	0	0	2	0
"MIR320E"	2	0	4	0	12	6
"MIR4253"	0	0	0	0	0	0
"MIR3065"	0	0	0	0	0	0
"MIR3201"	0	0	0	0	0	0
"MIR4283.1"	0	0	0	0	0	0
"MIR3167"	2	0	0	0	0	0
"MIR1302.11"	0	0	0	0	0	0
"MIR548W"	0	0	0	0	0	0
"MIR4303"	0	0	0	0	0	0
"MIR4322"	0	0	6	4	14	4
"MIR3137"	0	0	4	0	0	2
"MIR4291"	0	0	0	0	0	0
"MIR3127"	4	0	2	0	0	0
"MIR4261"	0	0	0	2	4	0
"MIR4330"	0	0	0	0	0	0
"MIR4304"	0	0	0	0	0	0
"MIR4328"	0	0	0	0	0	0
"MIR378B"	6	0	12	34	8	8
"MIR3143"	0	0	4	0	2	0
"MIR3118.4"	0	0	0	0	0	0
"MIR3153"	0	0	36	0	154	48
"MIR4275"	0	0	0	0	0	0
"MIR3142"	0	0	0	0	0	0
"MIR3147"	0	0	0	0	0	0
"MIR4305"	0	0	0	0	0	0
"MIR4272"	0	0	0	0	0	0
"MIR3133"	0	0	0	0	0	2
"MIR3189"	0	0	0	0	0	0
"MIR3186"	2	6	38	12	42	22
"MIR4326"	0	0	6	8	2	12
"MIR3116.2"	0	0	0	0	0	0
"MIR3122"	0	0	4	0	8	20
"MIR4284"	4	0	6	4	4	8
"MIR3118.2"	10	2	8	0	14	4
"MIR3141"	0	0	0	0	0	0
"MIR3144"	0	0	0	0	0	0
"MIR4271"	0	0	12	2	10	4
"MIR3165"	0	0	0	4	0	0
"MIR4309"	0	0	0	0	0	0
"MIR4273"	0	0	0	0	0	0
"MIR3180.2"	0	0	0	0	0	0
"MIR3131"	0	0	2	0	0	0
"MIR4268"	0	0	0	0	0	0
"MIR3179.1"	0	0	0	0	0	0
"MIR4315.2"	0	0	0	0	0	0
"MIR4281"	0	0	2	2	0	2
"MIR4290"	0	0	0	0	0	0
"MIR3150A"	0	0	0	0	0	0
"MIR4263"	2	2	0	2	4	0
"MIR4277"	0	0	0	0	0	0
"MIR3146"	0	0	0	2	4	12
"MIR4251"	2	0	0	0	0	0
"MIR2909"	0	0	0	0	4	6
"NA..671"	0	0	0	0	0	0
"MIR4312"	0	0	4	0	24	0
"MIR3169"	0	0	0	0	0	0
"MIR3178"	0	0	0	0	4	6
"MIR4252"	0	0	0	0	0	0
"MIR4256"	0	0	10	0	12	6
"MIR1184.3"	0	0	0	0	0	0
"MIR3185"	0	0	0	0	0	0
"MIR4324"	0	2	0	0	10	10
"MIR4323"	0	0	0	0	0	2
"MIR3173"	0	0	2	0	0	0
"MIR4286"	0	0	0	0	0	0
"MIR4314"	0	0	0	0	0	0
"MIR4308"	0	0	0	0	0	0
"MIR1184.2"	0	0	0	0	0	0
"MIR3125"	6	2	26	6	16	4
"MIR3202.1"	0	0	2	0	0	0
"MIR3156.1"	0	0	0	0	0	0
"MIR3155A"	0	0	0	0	0	0
"MIR3134"	0	0	4	2	16	2
"MIR1260B"	0	0	0	0	0	0
"MIR3151"	4	2	2	0	2	2
"MIR3130.1"	0	0	0	0	0	0
"MIR4267"	0	0	0	0	0	0
"MIR3175"	0	0	2	0	0	0
"MIR4262"	0	0	0	0	0	0
"MIR4257"	6	2	2	8	4	6
"MIR3199.2"	0	0	0	0	0	0
"MIR4278"	0	0	2	0	0	0
"MIR3161"	2	0	2	2	2	2
"MIR3145"	0	4	36	0	30	26
"MIR3130.2"	0	0	0	0	0	0
"MIR3184"	0	0	0	0	0	0
"MIR4282"	0	0	2	2	0	0
"MIR3179.3"	0	0	0	0	0	0
"MIR3118.1"	0	0	0	0	0	0
"MIR4329"	0	0	0	0	2	0
"MIR3119.2"	0	0	0	0	0	0
"MIR3138"	2	2	2	0	0	2
"MIR3177"	6	0	14	0	4	0
"MIR4310"	0	0	0	0	0	0
"MIR3196"	0	0	0	0	2	2
"MIR4289"	0	0	0	0	0	0
"MIR3159"	16	4	26	14	24	52
"MIR3139"	0	0	0	12	0	0
"MIR3156.3"	0	0	0	0	0	0
"MIR4307"	0	0	0	0	0	0
"MIR4258"	0	4	2	2	2	10
"MIR4298"	0	0	0	0	0	0
"MIR3197"	2	0	12	0	4	8
"NA..672"	0	0	0	0	0	0
"MIR3198.1"	0	0	6	0	30	12
"MIR4299"	0	0	0	0	0	0
"MIR4266"	0	0	0	0	0	0
"MIR4254"	2	0	0	0	4	18
"MIR3163"	2	0	2	0	0	2
"MIR3126"	0	0	4	0	0	0
"MIR4321"	0	0	12	0	4	8
"MIR3121"	0	0	0	0	0	4
"MIR3158.2"	0	0	0	0	0	0
"MIR3199.1"	0	0	0	0	0	0
"MIR4313"	0	0	2	0	0	0
"MIR2355"	0	0	0	0	10	0
"MIR3176"	8	2	82	8	138	46
"MIR3132"	0	0	8	6	2	4
"MIR3166"	0	0	0	0	0	0
"MIR4296"	0	0	0	0	14	0
"MIR4276"	0	0	0	0	0	0
"MIR4269"	12	0	2	22	4	0
"IGLL5"	0	4	2	0	2	0
"KLRF2"	0	0	0	0	0	0
"MTRNR2L1"	12	72	6	52	4	2
"MTRNR2L2"	30	106	30	52	34	36
"MTRNR2L3"	0	0	10	38	8	4
"MTRNR2L4"	22	12	146	32	116	96
"MTRNR2L5"	0	0	0	0	0	0
"MTRNR2L6"	0	0	0	0	0	0
"MTRNR2L8"	108	168	12	136	14	24
"MTRNR2L9"	114	152	6	248	10	12
"MTRNR2L10"	0	50	2	3670	974	2
"LINC00881"	18	2	0	42	6	0
"THAP9.AS1"	1668	1006	8600	2326	13496	10682
"BAALC.AS1"	96	168	10	94	4	8
"LOC100499194"	0	0	0	0	4	0
"USP2.AS1"	136	8	52	162	50	42
"LINC00987"	178	188	316	284	460	278
"NA..673"	0	0	0	0	0	0
"LINC00674"	6512	6170	23574	7828	20148	18114
"LINC00673"	842	670	1576	670	2264	974
"CCDC180"	0	0	4	0	0	2
"SUGT1P4.STRA6LP"	84	66	124	168	102	60
"LOC100499489"	984	128	1978	1226	1214	682
"NA..674"	2	0	2	4	0	0
"NA..675"	0	2	0	0	0	2
"LINC01539"	0	0	0	8	0	0
"SYNE1.AS1"	0	0	2	4	0	0
"NA..676"	30	18	42	26	6	6
"LINC01602"	0	0	0	0	0	0
"TEX48"	2	0	0	6	0	0
"NA..677"	6744	1498	1152	284	22	952
"NA..678"	16	90	52	60	412	92
"NA..679"	46	42	166	42	230	204
"PRKAG2.AS1"	1246	230	436	1602	430	170
"NA..680"	10	8	10	0	12	20
"NA..681"	32	30	48	32	42	58
"NA..682"	6628	2286	22866	14601	22654	21430
"NA..683"	20	8	138	48	92	54
"NA..684"	48	62	50	72	16	40
"NA..685"	282	94	28	618	44	12
"NA..686"	2	4	16	0	24	42
"NA..687"	4742	1458	7852	10246	7930	7164
"ANKRD10.IT1"	216	224	4012	622	2462	2978
"PCAT19"	76	300	184	112	306	118
"NA..688"	14	10	50	10	34	26
